participantId,trialId,trialOrder,responseId,percentComplete,description,instruction,responsePrompt,answer,startTime,endTime,duration,cleanedDuration
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","46","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.65,2.73","2025-03-04T13:31:19.018Z","2025-03-04T13:31:21.536Z","2518","2518"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-1","47","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.21,2.21","2025-03-04T13:31:21.649Z","2025-03-04T13:31:23.577Z","1928","1928"
"271bc48d-e63c-4004-9edc-e5366330d5f5","pie-chart-1","48","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.50,2.50","2025-03-04T13:31:23.699Z","2025-03-04T13:31:25.302Z","1603","1603"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-v-1","49","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.84,1.84","2025-03-04T13:31:25.406Z","2025-03-04T13:31:27.190Z","1784","1784"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","50","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.83,2.83","2025-03-04T13:31:27.291Z","2025-03-04T13:31:29.114Z","1823","1823"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-1","51","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.54,1.54","2025-03-04T13:31:29.228Z","2025-03-04T13:31:30.984Z","1756","1756"
"271bc48d-e63c-4004-9edc-e5366330d5f5","pie-chart-1","52","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.95,2.95","2025-03-04T13:31:31.081Z","2025-03-04T13:31:33.163Z","2082","2082"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-v-1","53","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.78,2.78","2025-03-04T13:31:33.266Z","2025-03-04T13:31:34.945Z","1679","1679"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","54","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.64,2.64","2025-03-04T13:31:35.052Z","2025-03-04T13:31:36.793Z","1741","1741"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","55","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.52,2.52","2025-03-04T13:31:36.902Z","2025-03-04T13:31:39.056Z","2154","2154"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-1","56","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.87,2.87","2025-03-04T13:31:39.171Z","2025-03-04T13:31:41.127Z","1956","1956"
"271bc48d-e63c-4004-9edc-e5366330d5f5","pie-chart-1","57","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.25,2.25","2025-03-04T13:31:41.233Z","2025-03-04T13:31:42.902Z","1669","1669"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-v-1","58","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.16,2.17","2025-03-04T13:31:43.037Z","2025-03-04T13:31:45.773Z","2736","2736"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","59","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.64,1.64","2025-03-04T13:31:45.916Z","2025-03-04T13:31:48.032Z","2116","2116"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-1","60","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.81,2.81","2025-03-04T13:31:48.129Z","2025-03-04T13:31:50.003Z","1874","1874"
"271bc48d-e63c-4004-9edc-e5366330d5f5","pie-chart-1","61","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.90,2.90","2025-03-04T13:31:50.139Z","2025-03-04T13:31:51.604Z","1465","1465"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-v-1","62","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.84,2.84","2025-03-04T13:31:51.707Z","2025-03-04T13:31:53.502Z","1795","1795"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","63","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.54,2.54","2025-03-04T13:31:53.611Z","2025-03-04T13:31:55.606Z","1995","1995"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","64","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.11,2.11","2025-03-04T13:31:55.705Z","2025-03-04T13:31:57.720Z","2015","2015"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-1","65","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.52,2.52","2025-03-04T13:31:57.867Z","2025-03-04T13:32:00.103Z","2236","2236"
"271bc48d-e63c-4004-9edc-e5366330d5f5","pie-chart-1","66","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.49,1.75","2025-03-04T13:32:00.196Z","2025-03-04T13:32:02.268Z","2072","2072"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-v-1","67","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.61,2.61","2025-03-04T13:32:02.384Z","2025-03-04T13:32:04.265Z","1881","1881"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","68","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.01,2.01","2025-03-04T13:32:04.373Z","2025-03-04T13:32:06.063Z","1690","1690"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-1","69","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.91,1.91","2025-03-04T13:32:06.200Z","2025-03-04T13:32:08.176Z","1976","1976"
"271bc48d-e63c-4004-9edc-e5366330d5f5","pie-chart-1","70","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.21,1.21","2025-03-04T13:32:08.283Z","2025-03-04T13:32:10.139Z","1856","1856"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-v-1","71","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.64,2.64","2025-03-04T13:32:10.269Z","2025-03-04T13:32:13.162Z","2893","2893"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","72","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.92,2.92","2025-03-04T13:32:13.261Z","2025-03-04T13:32:15.604Z","2343","2343"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","73","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.34,2.77","2025-03-04T13:32:15.731Z","2025-03-04T13:32:18.583Z","2852","2852"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-1","74","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","3.00,3.00","2025-03-04T13:32:18.686Z","2025-03-04T13:32:20.655Z","1969","1969"
"271bc48d-e63c-4004-9edc-e5366330d5f5","pie-chart-1","75","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.03,2.03","2025-03-04T13:32:20.760Z","2025-03-04T13:32:22.479Z","1719","1719"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-v-1","76","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.73,2.73","2025-03-04T13:32:22.611Z","2025-03-04T13:32:25.840Z","3229","3229"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","77","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.95,2.95","2025-03-04T13:32:25.933Z","2025-03-04T13:32:27.823Z","1890","1890"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-1","78","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.80,2.80","2025-03-04T13:32:27.944Z","2025-03-04T13:32:29.936Z","1992","1992"
"271bc48d-e63c-4004-9edc-e5366330d5f5","pie-chart-1","79","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.76,2.76","2025-03-04T13:32:30.048Z","2025-03-04T13:32:31.909Z","1861","1861"
"271bc48d-e63c-4004-9edc-e5366330d5f5","bar-chart-v-1","80","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.46,2.46","2025-03-04T13:32:32.018Z","2025-03-04T13:32:34.118Z","2100","2100"
"271bc48d-e63c-4004-9edc-e5366330d5f5","stacked-bar-1","81","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.49,2.49","2025-03-04T13:32:34.229Z","2025-03-04T13:32:35.924Z","1695","1695"
"2bb0620a-008b-4901-9148-d2b9990b2009","participantTags","null","participantTags","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined"
"2bb0620a-008b-4901-9148-d2b9990b2009","stacked-bar-1","1","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.63,2.15","2025-03-05T17:21:48.330Z","2025-03-05T17:21:50.544Z","2214","2214"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-1","2","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.84,2.84","2025-03-05T17:21:50.644Z","2025-03-05T17:21:52.186Z","1542","1542"
"2bb0620a-008b-4901-9148-d2b9990b2009","pie-chart-1","3","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.76,2.76","2025-03-05T17:21:52.281Z","2025-03-05T17:21:53.729Z","1448","1448"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-v-1","4","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.95,1.95","2025-03-05T17:21:53.860Z","2025-03-05T17:21:55.363Z","1503","1503"
"2bb0620a-008b-4901-9148-d2b9990b2009","stacked-bar-1","5","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.42,2.42","2025-03-05T17:21:55.452Z","2025-03-05T17:21:56.932Z","1480","1480"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-1","6","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.47,2.47","2025-03-05T17:21:57.018Z","2025-03-05T17:21:58.625Z","1607","1607"
"2bb0620a-008b-4901-9148-d2b9990b2009","pie-chart-1","7","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","1.75,1.75","2025-03-05T17:21:58.727Z","2025-03-05T17:22:00.224Z","1497","1497"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-v-1","8","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","1.95,1.95","2025-03-05T17:22:00.334Z","2025-03-05T17:22:02.303Z","1969","1969"
"2bb0620a-008b-4901-9148-d2b9990b2009","stacked-bar-1","9","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.55,2.96","2025-03-05T17:22:02.398Z","2025-03-05T17:22:04.214Z","1816","1816"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-1","10","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.45,2.45","2025-03-05T17:22:04.316Z","2025-03-05T17:22:05.821Z","1505","1505"
"2bb0620a-008b-4901-9148-d2b9990b2009","pie-chart-1","11","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.88,2.88","2025-03-05T17:22:05.923Z","2025-03-05T17:22:07.409Z","1486","1486"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-v-1","12","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.94,2.94","2025-03-05T17:22:07.539Z","2025-03-05T17:22:09.810Z","2271","2271"
"2bb0620a-008b-4901-9148-d2b9990b2009","stacked-bar-1","13","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.89,2.96","2025-03-05T17:22:09.917Z","2025-03-05T17:22:12.949Z","3032","3032"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-1","14","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.89,2.89","2025-03-05T17:22:13.061Z","2025-03-05T17:22:14.723Z","1662","1662"
"2bb0620a-008b-4901-9148-d2b9990b2009","pie-chart-1","15","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.64,2.82","2025-03-05T17:22:14.815Z","2025-03-05T17:22:17.695Z","2880","2880"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-v-1","16","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.05,2.05","2025-03-05T17:22:17.844Z","2025-03-05T17:22:19.559Z","1715","1715"
"2bb0620a-008b-4901-9148-d2b9990b2009","stacked-bar-1","17","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.6,2.6","2025-03-05T17:22:19.672Z","2025-03-05T17:22:21.297Z","1625","1625"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-1","18","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.16,2.16","2025-03-05T17:22:21.405Z","2025-03-05T17:22:23.168Z","1763","1763"
"2bb0620a-008b-4901-9148-d2b9990b2009","pie-chart-1","19","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.93,2.93","2025-03-05T17:22:23.273Z","2025-03-05T17:22:24.466Z","1193","1193"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-v-1","20","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.07,2.07","2025-03-05T17:22:24.577Z","2025-03-05T17:22:26.222Z","1645","1645"
"2bb0620a-008b-4901-9148-d2b9990b2009","stacked-bar-1","21","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.57,2.88","2025-03-05T17:22:26.329Z","2025-03-05T17:22:27.817Z","1488","1488"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-1","22","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.99,2.99","2025-03-05T17:22:27.923Z","2025-03-05T17:22:29.433Z","1510","1510"
"2bb0620a-008b-4901-9148-d2b9990b2009","pie-chart-1","23","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.45,2.45","2025-03-05T17:22:29.542Z","2025-03-05T17:22:30.888Z","1346","1346"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-v-1","24","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.47,2.47","2025-03-05T17:22:30.978Z","2025-03-05T17:22:32.921Z","1943","1943"
"2bb0620a-008b-4901-9148-d2b9990b2009","stacked-bar-1","25","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.98,2.98","2025-03-05T17:22:33.042Z","2025-03-05T17:22:34.401Z","1359","1359"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-1","26","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.53,2.53","2025-03-05T17:22:34.560Z","2025-03-05T17:22:37.576Z","3016","3016"
"2bb0620a-008b-4901-9148-d2b9990b2009","pie-chart-1","27","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.80,2.97","2025-03-05T17:22:37.723Z","2025-03-05T17:22:39.196Z","1473","1473"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-v-1","28","barChartV","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.52,2.52","2025-03-05T17:22:39.322Z","2025-03-05T17:22:41.392Z","2070","2070"
"2bb0620a-008b-4901-9148-d2b9990b2009","stacked-bar-1","29","stackedBar","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.77,2.77","2025-03-05T17:22:41.496Z","2025-03-05T17:22:43.082Z","1586","1586"
"2bb0620a-008b-4901-9148-d2b9990b2009","bar-chart-1","30","barChart","100.00","An interactive bar chart.","Click on the largest section.","Your selected answer:","2.12,2.12","2025-03-05T17:22:43.179Z","2025-03-05T17:22:44.990Z","1811","1811"
"2bb0620a-008b-4901-9148-d2b9990b2009","pie-chart-1","31","pieChart","100.00","An interactive pie chart.","Click on the largest section.","Your selected answer:","2.97,2.97","2025-03-05T17:22:45.103Z","2025-03-05T17:22:46.804Z","1701","1701"
